,ISIN,Name,Symbol,Type,TER,Dividendi,Trading Currency
2340,IE00BZ4BMM98,Invesco EURO STOXX High Dividend Low Volatility UCITS ETF Dist,EHDV:XETRA,ETF,"0,30%",Distributing,EUR
2341,LU1291109293,BNP Paribas Easy ECPI Global ESG Infrastructure UCITS ETF,XU61:XETRA,ETF,"0,30%",Accumulating,EUR
2342,IE00BYSZ6062,SPDR Bloomberg 10+ Year Euro Government Bond UCITS ETF,SYBV:XETRA,ETF,"0,15%",Distributing,EUR
2343,IE00BYSZ5V04,SPDR Bloomberg 10+ Year U.S. Treasury Bond UCITS ETF,SPPX:XETRA,ETF,"0,15%",Distributing,EUR
2344,IE00BYV12Y75,SPDR Bloomberg 1-10 Year U.S. Corporate Bond UCITS ETF,SYBR:XETRA,ETF,"0,12%",Distributing,EUR
2345,IE00BYSZ5R67,SPDR Bloomberg 3-7 Year U.S. Treasury Bond UCITS ETF,SPP3:XETRA,ETF,"0,15%",Distributing,EUR
2346,IE00BYSZ5T81,SPDR Bloomberg 7-10 Year U.S. Treasury Bond UCITS ETF,SPP7:XETRA,ETF,"0,15%",Distributing,EUR
2347,LU1287022708,Lyxor Pan Africa UCITS ETF - Acc,LGQM:XETRA,ETF,"0,85%",Accumulating,EUR
2348,IE00BZ036J45,Xtrackers USD Corporate Bond UCITS ETF 2D EUR Hedged,XDGE:XETRA,ETF,"0,21%",Distributing,EUR
2349,IE00BM67HR47,Xtrackers MSCI World Communication Services UCITS ETF 1C,XWTS:XETRA,ETF,"0,25%",Accumulating,EUR
2350,IE00BM67HP23,Xtrackers MSCI World Consumer Discretionary UCITS ETF 1C,XDWC:XETRA,ETF,"0,25%",Accumulating,EUR
2351,IE00BM67HN09,Xtrackers MSCI World Consumer Staples UCITS ETF 1C,XDWS:XETRA,ETF,"0,25%",Accumulating,EUR
2352,IE00BM67HM91,Xtrackers MSCI World Energy UCITS ETF 1C,XDW0:XETRA,ETF,"0,25%",Accumulating,EUR
2353,IE00BM67HL84,Xtrackers MSCI World Financials UCITS ETF 1C,XDWF:XETRA,ETF,"0,25%",Accumulating,EUR
2354,IE00BM67HK77,Xtrackers MSCI World Health Care UCITS ETF 1C,XDWH:XETRA,ETF,"0,25%",Accumulating,EUR
2355,IE00BM67HV82,Xtrackers MSCI World Industrials UCITS ETF 1C,XDWI:XETRA,ETF,"0,25%",Accumulating,EUR
2356,IE00BM67HT60,Xtrackers MSCI World Information Technology UCITS ETF 1C,XDWT:XETRA,ETF,"0,25%",Accumulating,EUR
2357,IE00BM67HS53,Xtrackers MSCI World Materials UCITS ETF 1C,XDWM:XETRA,ETF,"0,25%",Accumulating,EUR
2358,IE00BM67HQ30,Xtrackers MSCI World Utilities UCITS ETF 1C,XDWU:XETRA,ETF,"0,25%",Accumulating,EUR
2359,LU1310477036,Xtrackers Harvest FTSE China A-H 50 UCITS ETF 1D,AH50:XETRA,ETF,"0,65%",Distributing,EUR
2360,LU1291109616,BNP Paribas Easy Energy & Metals Enhanced Roll UCITS ETF EUR C,GSDE:XETRA,ETF,"0,38%",Accumulating,EUR
2361,IE00BWTNM966,First Trust Germany AlphaDEX UCITS ETF,FTGG:XETRA,ETF,"0,65%",Distributing,EUR
2362,IE00BD4DX952,Xtrackers ESG USD Emerging Markets Bond Quality Weighted UCITS ETF 1D,XQUA:XETRA,ETF,"0,45%",Distributing,EUR
2363,LU0429458895,Xtrackers II US Treasuries 1-3 UCITS ETF 1D,D5BE:XETRA,ETF,"0,07%",Distributing,EUR
2364,IE00BZ2GV965,UBS ETF (IE) CMCI ex-Agriculture SF UCITS ETF (USD) A-acc,UEQU:XETRA,ETF,"0,34%",Accumulating,EUR
2365,LU1324516308,UBS ETF (LU) Bloomberg USD Emerging Markets Sovereign UCITS ETF (hedged to EUR) A-acc,FRCK:XETRA,ETF,"0,47%",Accumulating,EUR
2366,IE00BCLWRB83,iShares USD Corp Bond Interest Rate Hedged UCITS ETF USD (Dist),IS3F:XETRA,ETF,"0,25%",Distributing,EUR
2367,IE0032895942,iShares USD Corp Bond UCITS ETF USD (Dist),IBCD:XETRA,ETF,"0,20%",Distributing,EUR
2368,IE00B14X4S71,iShares USD Treasury Bond 1-3yr UCITS ETF USD (Dist),IUSU:XETRA,ETF,"0,07%",Distributing,EUR
2369,IE0032523478,iShares EUR Corp Bond Large Cap UCITS ETF EUR (Dist),IBCS:XETRA,ETF,"0,20%",Distributing,EUR
2370,IE00B14X4Q57,iShares EUR Govt Bond 1-3yr UCITS ETF EUR (Dist),IBCA:XETRA,ETF,"0,15%",Distributing,EUR
2371,IE00B14X4T88,iShares Asia Pacific Dividend UCITS ETF USD (Dist),IQQX:XETRA,ETF,"0,59%",Distributing,EUR
2372,IE00B02KXK85,iShares China Large Cap UCITS ETF USD (Dist),IQQC:XETRA,ETF,"0,74%",Distributing,EUR
2373,IE00B0M62S72,iShares Euro Dividend UCITS ETF EUR (Dist),IQQA:XETRA,ETF,"0,40%",Distributing,EUR
2374,IE00B02KXL92,iShares EURO STOXX Mid UCITS ETF EUR (Dist),IQQM:XETRA,ETF,"0,40%",Distributing,EUR
2375,IE00B02KXM00,iShares EURO STOXX Small UCITS ETF EUR (Dist),IQQS:XETRA,ETF,"0,40%",Distributing,EUR
2376,IE00B0M62V02,iShares Euro Total Market Growth Large UCITS ETF EUR (Dist),IQQG:XETRA,ETF,"0,40%",Distributing,EUR
2377,IE00B0M63284,iShares European Property Yield UCITS ETF EUR (Dist),IQQP:XETRA,ETF,"0,40%",Distributing,EUR
2378,IE00B7J7TB45,iShares Global Corp Bond UCITS ETF USD (Dist),IS0X:XETRA,ETF,"0,20%",Distributing,EUR
2379,IE00B74DQ490,iShares Global High Yield Corp Bond UCITS ETF USD (Dist),IBC9:XETRA,ETF,"0,50%",Distributing,EUR
2380,IE00B0M63730,iShares MSCI AC Far East ex-Japan UCITS ETF USD (Dist),IQQF:XETRA,ETF,"0,74%",Distributing,EUR
2381,IE00B0M63516,iShares MSCI Brazil UCITS ETF USD (Dist),IQQB:XETRA,ETF,"0,74%",Distributing,EUR
2382,IE00B14X4N27,iShares MSCI Europe ex-UK UCITS ETF EUR (Dist),IQQU:XETRA,ETF,"0,40%",Distributing,EUR
2383,IE00BYVJRQ85,iShares MSCI Japan SRI EUR Hedged UCITS ETF (Acc),QDVN:XETRA,ETF,"0,25%",Accumulating,EUR
2384,IE00B02KXH56,iShares MSCI Japan UCITS ETF USD (Dist),IQQJ:XETRA,ETF,"0,59%",Distributing,EUR
2385,IE00B0M63391,iShares MSCI Korea UCITS ETF USD (Dist),IQQK:XETRA,ETF,"0,74%",Distributing,EUR
2386,IE00B14X4M10,iShares MSCI North America UCITS ETF USD (Dist),IQQN:XETRA,ETF,"0,40%",Distributing,EUR
2387,IE00B0M63623,iShares MSCI Taiwan UCITS ETF USD (Dist),IQQT:XETRA,ETF,"0,74%",Distributing,EUR
2388,IE00B0M63060,iShares UK Dividend UCITS ETF GBP (Dist),IQQD:XETRA,ETF,"0,40%",Distributing,EUR
2389,IE00BZ6V7883,iShares US Mortgage Backed Securities UCITS ETF USD (Dist),QDVP:XETRA,ETF,"0,28%",Distributing,EUR
2390,IE00B1FZS798,iShares USD Treasury Bond 7-10yr UCITS ETF USD (Dist),IUSM:XETRA,ETF,"0,07%",Distributing,EUR
2391,IE00B1FZS913,iShares EUR Govt Bond 15-30yr UCITS ETF EUR (Dist),IBCL:XETRA,ETF,"0,15%",Distributing,EUR
2392,IE00B1FZS681,iShares EUR Govt Bond 3-5yr UCITS ETF EUR (Dist),IBCN:XETRA,ETF,"0,15%",Distributing,EUR
2393,IE00B1FZS806,iShares EUR Govt Bond 7-10yr UCITS ETF EUR (Dist),IBCM:XETRA,ETF,"0,15%",Distributing,EUR
2394,IE00B1FZS244,iShares Asia Property Yield UCITS ETF USD (Dist),IQQ4:XETRA,ETF,"0,59%",Distributing,EUR
2395,IE00B1W57M07,iShares BRIC 50 UCITS ETF USD (Dist),IQQ9:XETRA,ETF,"0,74%",Distributing,EUR
2396,IE00B1FZS350,iShares Developed Markets Property Yield UCITS ETF USD (Dist),IQQ6:XETRA,ETF,"0,59%",Distributing,EUR
2397,IE00B57X3V84,iShares Dow Jones Global Sustainability Screened UCITS ETF USD (Acc),IUSL:XETRA,ETF,"0,60%",Accumulating,EUR
2398,IE00B2NPL135,iShares EM Infrastructure UCITS ETF USD (Dist),IUS8:XETRA,ETF,"0,74%",Distributing,EUR
2399,IE00B1XNHC34,iShares Global Clean Energy UCITS ETF USD (Dist),IQQH:XETRA,ETF,"0,65%",Distributing,EUR
2400,IE00B1FZS467,iShares Global Infrastructure UCITS ETF USD (Dist),IQQI:XETRA,ETF,"0,65%",Distributing,EUR
2401,IE00B1TXK627,iShares Global Water UCITS ETF USD (Dist),IQQQ:XETRA,ETF,"0,65%",Distributing,EUR
2402,IE00B2NPKV68,iShares J.P. Morgan USD EM Bond UCITS ETF USD (Dist),IUS7:XETRA,ETF,"0,45%",Distributing,EUR
2403,IE00B1TXHL60,iShares Listed Private Equity UCITS ETF USD (Dist),IQQL:XETRA,ETF,"0,75%",Distributing,EUR
2404,IE00B27YCK28,iShares MSCI EM Latin America UCITS ETF USD (Dist),IUSC:XETRA,ETF,"0,74%",Distributing,EUR
2405,IE00B52VJ196,iShares MSCI Europe SRI UCITS ETF EUR (Acc),IUSK:XETRA,ETF,"0,20%",Accumulating,EUR
2406,IE00B1FZS574,iShares MSCI Turkey UCITS ETF USD (Dist),IQQ5:XETRA,ETF,"0,74%",Distributing,EUR
2407,IE00B44CGS96,iShares US Aggregate Bond UCITS ETF USD (Dist),EUNX:XETRA,ETF,"0,25%",Distributing,EUR
2408,IE00B1FZSF77,iShares US Property Yield UCITS ETF USD (Dist),IQQ7:XETRA,ETF,"0,40%",Distributing,EUR
2409,IE00BYMLZY74,WisdomTree Enhanced Commodity UCITS ETF USD Acc,WTIC:XETRA,ETF,"0,35%",Accumulating,EUR
2410,IE00BYPHT736,Xtrackers iBoxx EUR Corporate Bond Yield Plus UCITS ETF 1D,XDEP:XETRA,ETF,"0,25%",Distributing,EUR
2411,IE00BYYXBF44,Invesco FTSE Emerging Markets High Dividend Low Volatility UCITS ETF Dist,EHDL:XETRA,ETF,"0,49%",Distributing,EUR
2412,IE00B3DKXQ41,iShares EUR Aggregate Bond ESG UCITS ETF,EUN4:XETRA,ETF,"0,25%",Distributing,EUR
2413,IE00B4L60045,iShares EUR Corp Bond 1-5yr UCITS ETF EUR (Dist),EUNT:XETRA,ETF,"0,20%",Distributing,EUR
2414,IE00BSKRK281,iShares EUR Corp Bond BBB-BB UCITS ETF EUR (Dist),IS06:XETRA,ETF,"0,25%",Distributing,EUR
2415,IE00B4L5ZY03,iShares € Corp Bond ex-Financials 1-5yr ESG UCITS ETF,EUNS:XETRA,ETF,"0,20%",Distributing,EUR
2416,IE00B4L5ZG21,iShares EUR Corp Bond ex-Financials UCITS ETF EUR (Dist),EUNR:XETRA,ETF,"0,20%",Distributing,EUR
2417,IE00B3B8Q275,iShares EUR Covered Bond UCITS ETF EUR (Dist),IUS6:XETRA,ETF,"0,20%",Distributing,EUR
2418,IE00B3FH7618,iShares EUR Govt Bond 0-1yr UCITS ETF EUR (Dist),EUN6:XETRA,ETF,"0,15%",Distributing,EUR
2419,IE00B4WXJH41,iShares EUR Govt Bond 10-15yr UCITS ETF EUR (Dist),EUN8:XETRA,ETF,"0,15%",Distributing,EUR
2420,IE00B4WXJG34,iShares EUR Govt Bond 5-7yr UCITS ETF EUR (Dist),EUN9:XETRA,ETF,"0,15%",Distributing,EUR
2421,IE00B4WXJJ64,iShares Core EUR Govt Bond UCITS ETF EUR (Dist),EUNH:XETRA,ETF,"0,09%",Distributing,EUR
2422,IE00B4L5YX21,iShares Core MSCI Japan IMI UCITS ETF USD (Acc),EUNN:XETRA,ETF,"0,15%",Accumulating,EUR
2423,IE00B6QGFW01,iShares Emerging Asia Local Govt Bond UCITS ETF USD (Dist),IS0S:XETRA,ETF,"0,50%",Distributing,EUR
2424,IE00B3F81K65,iShares Global Govt Bond UCITS ETF USD (Dist),EUN3:XETRA,ETF,"0,20%",Distributing,EUR
2425,IE00B3B8PX14,iShares Global Inflation Linked Govt Bond UCITS ETF USD (Acc),IUS5:XETRA,ETF,"0,20%",Accumulating,EUR
2426,IE00B5M4WH52,iShares J.P. Morgan EM Local Govt Bond UCITS ETF USD (Dist),IUSP:XETRA,ETF,"0,50%",Distributing,EUR
2427,IE00B3F81G20,iShares MSCI EM Small Cap UCITS ETF USD (Dist),EUNI:XETRA,ETF,"0,74%",Distributing,EUR
2428,IE00B4L5YC18,iShares MSCI EM UCITS ETF USD (Acc),EUNM:XETRA,ETF,"0,18%",Accumulating,EUR
2429,IE00B4WXJD03,iShares MSCI Pacific ex-Japan UCITS ETF USD (Dist),EUNJ:XETRA,ETF,"0,60%",Distributing,EUR
2430,IE00B2QWCY14,iShares S&P SmallCap 600 UCITS ETF USD (Dist),IUS3:XETRA,ETF,"0,40%",Distributing,EUR
2431,IE00BZ56SW52,WisdomTree Global Quality Dividend Growth UCITS ETF - USD Acc,WTEM:XETRA,ETF,"0,38%",Accumulating,EUR
2432,IE00BZ56RG20,WisdomTree US Quality Dividend Growth UCITS ETF - USD Acc,WTDM:XETRA,ETF,"0,33%",Accumulating,EUR
2433,IE00BYM31M36,iShares Fallen Angels High Yield Corp Bond UCITS ETF,QDVQ:XETRA,ETF,"0,50%",Distributing,EUR
2434,IE00B87RLX93,iShares EUR Corp Bond Financials UCITS ETF EUR (Dist),IS3B:XETRA,ETF,"0,20%",Distributing,EUR
2435,IE00B6X2VY59,iShares € Corp Bond Interest Rate Hedged ESG UCITS ETF,IS0Y:XETRA,ETF,"0,25%",Distributing,EUR
2436,IE00B8KGV557,iShares Edge MSCI EM Minimum Volatility UCITS ETF USD (Acc),EUNZ:XETRA,ETF,"0,40%",Accumulating,EUR
2437,IE00B86MWN23,iShares Edge MSCI Europe Minimum Volatility UCITS ETF EUR (Acc),EUN0:XETRA,ETF,"0,25%",Accumulating,EUR
2438,IE00B8FHGS14,iShares Edge MSCI World Minimum Volatility UCITS ETF USD (Acc),IQQ0:XETRA,ETF,"0,30%",Accumulating,EUR
2439,IE00B6SPMN59,iShares Edge S&P 500 Minimum Volatility UCITS ETF USD (Acc),IBCK:XETRA,ETF,"0,20%",Accumulating,EUR
2440,IE00B652H904,iShares EM Dividend UCITS ETF USD (Dist),EUNY:XETRA,ETF,"0,65%",Distributing,EUR
2441,IE00B5V94313,iShares Germany Govt Bond UCITS ETF EUR (Dist),IS0L:XETRA,ETF,"0,20%",Distributing,EUR
2442,IE00B87G8S03,iShares Global AAA-AA Govt Bond UCITS ETF USD (Dist),IS0Z:XETRA,ETF,"0,20%",Distributing,EUR
2443,IE00B9M6SJ31,iShares Global Corp Bond EUR Hedged UCITS ETF (Dist),IBCQ:XETRA,ETF,"0,25%",Distributing,EUR
2444,IE00B6R52036,iShares Gold Producers UCITS ETF USD (Acc),IS0E:XETRA,ETF,"0,55%",Accumulating,EUR
2445,IE00B7LW6Y90,iShares Italy Govt Bond UCITS ETF EUR (Dist),IS0M:XETRA,ETF,"0,20%",Distributing,EUR
2446,IE00B9M6RS56,iShares J.P. Morgan USD EM Bond EUR Hedged UCITS ETF (Dist),IS3C:XETRA,ETF,"0,50%",Distributing,EUR
2447,IE00B6TLBW47,iShares J.P. Morgan USD EM Corp Bond UCITS ETF USD (Dist),IS0Q:XETRA,ETF,"0,50%",Distributing,EUR
2448,IE00B6R52259,iShares MSCI ACWI UCITS ETF USD (Acc),IUSQ:XETRA,ETF,"0,20%",Accumulating,EUR
2449,IE00BKM4H197,iShares MSCI EM Consumer Growth UCITS ETF USD (Acc),CEMG:XETRA,ETF,"0,60%",Accumulating,EUR
2450,IE00B42Z5J44,iShares MSCI Japan EUR Hedged UCITS ETF (Acc),IBCG:XETRA,ETF,"0,64%",Accumulating,EUR
2451,IE00B4M7GH52,iShares MSCI Poland UCITS ETF USD (Acc),IBCJ:XETRA,ETF,"0,74%",Accumulating,EUR
2452,IE00B441G979,iShares MSCI World EUR Hedged UCITS ETF (Acc),IBCH:XETRA,ETF,"0,55%",Accumulating,EUR
2453,IE00B6R51Z18,iShares Oil & Gas Exploration & Production UCITS ETF USD (Acc),IS0D:XETRA,ETF,"0,55%",Accumulating,EUR
2454,IE00B3ZW0K18,iShares S&P 500 EUR Hedged UCITS ETF (Acc),IBCF:XETRA,ETF,"0,20%",Accumulating,EUR
2455,IE00B428Z604,iShares Spain Govt Bond UCITS ETF EUR (Dist),IS0P:XETRA,ETF,"0,20%",Distributing,EUR
2456,IE00BYVJRP78,iShares MSCI EM SRI UCITS ETF USD (Acc),QDVS:XETRA,ETF,"0,25%",Accumulating,EUR
2457,IE00BYVJRR92,iShares MSCI USA SRI UCITS ETF USD (Acc),QDVR:XETRA,ETF,"0,20%",Accumulating,EUR
2458,IE00BZ56TQ67,WisdomTree Eurozone Quality Dividend Growth UCITS - EUR Acc,WTIM:XETRA,ETF,"0,29%",Accumulating,EUR
2459,LU1287023268,Lyxor Euro Government Bond 15+Y (DR) UCITS ETF - Acc,LYXF:XETRA,ETF,"0,17%",Accumulating,EUR
2460,LU1287023003,Lyxor Euro Government Bond 5-7Y (DR) UCITS ETF - Acc,LYXC:XETRA,ETF,"0,17%",Accumulating,EUR
2461,LU1287023185,Lyxor Euro Government Bond 7-10Y (DR) UCITS ETF - Acc,LYXD:XETRA,ETF,"0,17%",Accumulating,EUR
2462,LU1287023342,Lyxor EuroMTS Highest Rated Macro-Weighted Govt Bond (DR) UCITS ETF - Acc,LYXA:XETRA,ETF,"0,17%",Accumulating,EUR
2463,IE00BYZK4669,iShares Ageing Population UCITS ETF USD (Acc),2B77:XETRA,ETF,"0,40%",Accumulating,EUR
2464,IE00BYZK4552,iShares Automation & Robotics UCITS ETF USD (Acc),2B76:XETRA,ETF,"0,40%",Accumulating,EUR
2465,IE00BYZK4883,iShares Digitalisation UCITS ETF USD (Acc),2B79:XETRA,ETF,"0,40%",Accumulating,EUR
2466,IE00BYZK4776,iShares Healthcare Innovation UCITS ETF USD (Acc),2B78:XETRA,ETF,"0,40%",Accumulating,EUR
2467,LU1377381717,BNP Paribas Easy ESG Low Vol Europe UCITS ETF - C,VLEU:XETRA,ETF,"0,30%",Accumulating,EUR
2468,LU1377381980,BNP Paribas Easy ESG Low Vol US UCITS ETF C,VLUS:XETRA,ETF,"0,30%",Accumulating,EUR
2469,LU1377382012,BNP Paribas Easy ESG Momentum Europe UCITS ETF - C,MOEU:XETRA,ETF,"0,30%",Accumulating,EUR
2470,LU1377382103,BNP Paribas Easy ESG Quality Europe UCITS ETF - C,QUEU:XETRA,ETF,"0,30%",Accumulating,EUR
2471,LU1377382285,BNP Paribas Easy ESG Value Europe UCITS ETF - D,VALU:XETRA,ETF,"0,30%",Accumulating,EUR
2472,LU1291097779,BNP Paribas Easy MSCI Emerging ESG Filtered Min TE UCITS ETF EUR - C,EMKX:XETRA,ETF,"0,25%",Accumulating,EUR
2473,LU1291098827,BNP Paribas Easy MSCI EMU ESG Filtered Min TE UCITS ETF,EMUX:XETRA,ETF,"0,15%",Accumulating,EUR
2474,LU1291099718,BNP Paribas Easy MSCI Europe ESG Filtered Min TE UCITS ETF,EEUX:XETRA,ETF,"0,15%",Accumulating,EUR
2475,LU1291101555,BNP Paribas Easy MSCI Europe Small Caps SRI S-Series PAB 5% Capped UCITS ETF,EESM:XETRA,ETF,"0,25%",Accumulating,EUR
2476,LU1291102447,BNP Paribas Easy MSCI Japan ESG Filtered Min TE UCITS ETF - C,EJAP:XETRA,ETF,"0,15%",Accumulating,EUR
2477,LU1291104575,BNP Paribas Easy MSCI North America ESG Filtered Min TE UCITS ETF - C,ENOA:XETRA,ETF,"0,15%",Accumulating,EUR
2478,LU1291106356,BNP Paribas Easy MSCI Pacific ex Japan ESG Filtered Min TE UCITS ETF - C,PAC:XETRA,ETF,"0,15%",Accumulating,EUR
2479,LU1291103338,BNP Paribas Easy MSCI USA SRI S-Series PAB 5% Capped UCITS ETF,EKLD:XETRA,ETF,"0,25%",Accumulating,USD
2480,LU1291108642,BNP Paribas Easy MSCI World SRI S-Series PAB 5% Capped UCITS ETF - USD,EWRD:XETRA,ETF,"0,25%",Accumulating,USD
2481,IE0005042456,iShares Core FTSE 100 UCITS ETF GBP (Dist),IUSZ:XETRA,ETF,"0,07%",Distributing,EUR
2482,IE00BD1F4N50,iShares Edge MSCI USA Momentum Factor UCITS ETF USD (Acc),QDVA:XETRA,ETF,"0,20%",Accumulating,EUR
2483,IE00BD1F4L37,iShares Edge MSCI USA Quality Factor UCITS ETF USD (Acc),QDVB:XETRA,ETF,"0,20%",Accumulating,EUR
2484,IE00BD1F4K20,iShares Edge MSCI USA Size Factor UCITS ETF USD (Acc),QDVC:XETRA,ETF,"0,20%",Accumulating,EUR
2485,IE00BD1F4M44,iShares Edge MSCI USA Value Factor UCITS ETF USD (Acc),QDVI:XETRA,ETF,"0,20%",Accumulating,EUR
2486,IE00BD34DK07,UBS ETF (IE) S&P 500 UCITS ETF (hedged to EUR) A-acc,UEQD:XETRA,ETF,"0,22%",Accumulating,EUR
2487,DE000ETF9082,Lyxor 1 TecDAX (DR) UCITS ETF,E908:XETRA,ETF,"0,40%",Distributing,EUR
2488,IE00BDF12W49,WisdomTree Emerging Markets Equity Income UCITS ETF - Acc,WTD8:XETRA,ETF,"0,46%",Accumulating,EUR
2489,IE00BDF16114,WisdomTree Europe SmallCap Dividend UCITS ETF Acc,WTD7:XETRA,ETF,"0,38%",Accumulating,EUR
2490,IE00BD6RZT93,WisdomTree US Equity Income UCITS ETF - Acc,WTD9:XETRA,ETF,"0,29%",Accumulating,EUR
2491,IE00BD6RZW23,WisdomTree US Equity Income UCITS ETF - EUR Hedged Acc,WTDY:XETRA,ETF,"0,35%",Accumulating,EUR
2492,LU1440654330,ICBCCS S&P China 500 UCITS ETF Class B USD,ICW5:XETRA,ETF,"0,55%",Distributing,EUR
2493,LU1291098314,BNP Paribas Easy MSCI Emerging SRI S-Series PAB 5% Capped UCITS ETF - USD,ESRI:XETRA,ETF,"0,30%",Accumulating,USD
2494,IE00BD0Q9673,Invesco US High Yield Fallen Angels UCITS ETF Dist,FAHY:XETRA,ETF,"0,45%",Distributing,EUR
2495,IE00BDGN9Z19,Xtrackers MSCI EMU ESG Screened UCITS ETF 1D,XMVE:XETRA,ETF,"0,12%",Distributing,EUR
2496,LU1452600270,Lyxor Core US TIPS (DR) UCITS ETF - Dist,TIUP:XETRA,ETF,"0,09%",Distributing,EUR
2497,LU1390062245,Lyxor EUR 2-10Y Inflation Expectations UCITS ETF - Acc,EUIN:XETRA,ETF,"0,25%",Accumulating,EUR
2498,LU1390062831,Lyxor USD 10Y Inflation Expectations UCITS ETF - Acc,UINF:XETRA,ETF,"0,25%",Accumulating,EUR
2499,LU1291091228,BNP Paribas Easy FTSE EPRA/NAREIT Developed Europe UCITS ETF - D,EEP:XETRA,ETF,"0,40%",Distributing,EUR
2500,LU1399300455,Xtrackers II US Treasuries UCITS ETF 2D EUR Hedged,XUTE:XETRA,ETF,"0,10%",Distributing,EUR
2501,LU1437024992,Amundi MSCI Brazil UCITS ETF - USD (C),540F:XETRA,ETF,"0,55%",Accumulating,USD
2502,IE00BD3RYZ16,iShares OMX Stockholm Capped UCITS ETF,OM3X:XETRA,ETF,"0,10%",Accumulating,SEK
2503,LU1459802754,UBS ETF (LU) Bloomberg TIPS 10+ UCITS ETF (USD) A-dis,UIMB:XETRA,ETF,"0,20%",Distributing,EUR
2504,FR0013041530,BNP Paribas Easy S&P 500 UCITS ETF EUR Hedged - C,ESEH:XETRA,ETF,"0,15%",Accumulating,EUR
2505,LU1484799769,UBS ETF (LU) Bloomberg MSCI Euro Area Liquid Corporates Sustainable UCITS ETF (EUR) A-dis,UIMC:XETRA,ETF,"0,20%",Distributing,EUR
2506,LU1446552496,Ossiam Global Multi-Asset Risk-Control UCITS ETF 1C (EUR),OSXM:XETRA,ETF,"0,55%",Accumulating,EUR
2507,LU1481201025,BNP Paribas Easy ESG Low Vol Europe UCITS ETF - D,VLED:XETRA,ETF,"0,30%",Distributing,EUR
2508,LU1481201298,BNP Paribas Easy ESG Low Vol US UCITS ETF D,VLUD:XETRA,ETF,"0,30%",Distributing,EUR
2509,LU1481201371,BNP Paribas Easy ESG Low Vol US UCITS ETF USD C,VLUU:XETRA,ETF,"0,30%",Accumulating,USD
2510,LU1481201538,BNP Paribas Easy ESG Momentum Europe UCITS ETF - D,MOED:XETRA,ETF,"0,30%",Distributing,EUR
2511,LU1481201611,BNP Paribas Easy ESG Quality Europe UCITS ETF - D,QUED:XETRA,ETF,"0,30%",Distributing,EUR
2512,LU1481201702,BNP Paribas Easy ESG Value Europe UCITS ETF - C,VALD:XETRA,ETF,"0,30%",Distributing,EUR
2513,IE00BYX8XC17,iShares MSCI Japan SRI UCITS ETF,SXR6:XETRA,ETF,"0,20%",Accumulating,EUR
2514,LU1109943388,Xtrackers II EUR High Yield Corporate Bond UCITS ETF 1C,XHYA:XETRA,ETF,"0,20%",Accumulating,EUR
2515,IE00B40B8R38,iShares S&P 500 Consumer Staples Sector UCITS ETF,2B7D:XETRA,ETF,"0,15%",Accumulating,EUR
2516,IE00B4LN9N13,iShares S&P 500 Industrials Sector UCITS ETF,2B7C:XETRA,ETF,"0,15%",Accumulating,EUR
2517,IE00B4MKCJ84,iShares S&P 500 Materials Sector UCITS ETF,2B7B:XETRA,ETF,"0,15%",Accumulating,EUR
2518,IE00B4KBBD01,iShares S&P 500 Utilities Sector UCITS ETF,2B7A:XETRA,ETF,"0,15%",Accumulating,EUR
2519,IE00BYXVGZ48,Fidelity Global Quality Income UCITS ETF Inc-USD,FGEQ:XETRA,ETF,"0,40%",Distributing,EUR
2520,IE00BYXVGY31,Fidelity US Quality Income UCITS ETF Acc-USD,FUSA:XETRA,ETF,"0,30%",Accumulating,EUR
2521,IE00BYXVGX24,Fidelity US Quality Income UCITS ETF Inc-USD,FUSD:XETRA,ETF,"0,30%",Distributing,EUR
2522,IE00BYXPXL17,iShares Edge MSCI World Minimum Volatility UCITS ETF EUR Hedged (Acc),SXR0:XETRA,ETF,"0,35%",Accumulating,EUR
2523,IE00BYXPXK00,iShares Edge MSCI World Multifactor UCITS ETF EUR Hedged (Acc),IS07:XETRA,ETF,"0,55%",Accumulating,EUR
2524,LU1574142243,Lyxor Core STOXX Europe 600 (DR) - UCITS ETF Monthly Hedged to EUR - Dist,STXH:XETRA,ETF,"0,15%",Distributing,EUR
2525,IE00BDS67326,VanEck J.P. Morgan EM Local Currency Bond UCITS ETF - USD A,EM1C:XETRA,ETF,"0,30%",Accumulating,EUR
2526,IE00BDQZ5152,iShares USD Intermediate Credit Bond UCITS ETF,SXRF:XETRA,ETF,"0,15%",Distributing,EUR
2527,IE00BDQYWQ65,iShares USD TIPS 0-5 UCITS ETF,SXRH:XETRA,ETF,"0,10%",Distributing,EUR
2528,IE00B8X9NW27,First Trust US Large Cap Core AlphaDEX UCITS ETF,FTGU:XETRA,ETF,"0,65%",Accumulating,EUR
2529,LU1481203070,BNP Paribas Easy MSCI Japan ESG Filtered Min TE UCITS ETF EUR Hedged - C,EJAH:XETRA,ETF,"0,15%",Accumulating,EUR
2530,LU1377382368,BNP Paribas Easy Low Carbon 100 Europe PAB UCITS ETF,LCEU:XETRA,ETF,"0,30%",Accumulating,EUR
2531,LU1481202692,BNP Paribas Easy Bloomberg Barclays Euro Aggregate Treasury UCITS ETF,JBEM:XETRA,ETF,"0,15%",Accumulating,EUR
