,ISIN,Name,Symbol,Type,TER,Dividendi,Trading Currency
2147,IE00BC7GZX26,SPDR Bloomberg 0-3 Year US Corporate Bond UCITS ETF,SYBF:XETRA,ETF,"0,12%",Distributing,EUR
2148,IE00BC7GZJ81,SPDR Bloomberg 1-3 Year U.S. Treasury Bond UCITS ETF,SYBW:XETRA,ETF,"0,15%",Distributing,EUR
2149,LU0908508731,Xtrackers II Global Government Bond UCITS ETF 5C,XG7S:XETRA,ETF,"0,20%",Accumulating,EUR
2150,LU0908508814,Xtrackers II Global Inflation-Linked Bond UCITS ETF 5C,XGIU:XETRA,ETF,"0,20%",Accumulating,EUR
2151,LU0659579733,Xtrackers MSCI World Swap UCITS ETF 4C EUR Hedged,XWEH:XETRA,ETF,"0,39%",Accumulating,EUR
2152,LU0925589839,Xtrackers II iBoxx Eurozone Government Bond Yield Plus 1-3 UCITS ETF 1C,XYP1:XETRA,ETF,"0,15%",Accumulating,EUR
2153,IE00B99FL386,SPDR Bloomberg SASB US High Yield Corporate ESG UCITS ETF (Dist),SYBK:XETRA,ETF,"0,30%",Distributing,EUR
2154,IE00B5L01S80,HSBC FTSE EPRA/NAREIT Development UCITS ETF,H4ZL:XETRA,ETF,"0,24%",Distributing,EUR
2155,IE00BBQ2W338,HSBC MSCI AC Far East ex Japan UCITS ETF USD,H411:XETRA,ETF,"0,45%",Accumulating,EUR
2156,IE00B51B7Z02,HSBC MSCI Canada UCITS ETF,H4ZR:XETRA,ETF,"0,35%",Distributing,EUR
2157,IE00B44T3H88,HSBC MSCI China UCITS ETF,H4ZP:XETRA,ETF,"0,30%",Distributing,EUR
2158,IE00B4TS3815,HSBC MSCI EM Latin America UCITS ETF,H4ZW:XETRA,ETF,"0,60%",Distributing,EUR
2159,IE00B5SSQT16,HSBC MSCI Emerging Markets UCITS ETF,H410:XETRA,ETF,"0,15%",Distributing,EUR
2160,IE00B46G8275,HSBC MSCI Indonesia UCITS ETF,H4ZT:XETRA,ETF,"0,50%",Distributing,EUR
2161,IE00B3Z0X395,HSBC MSCI Korea Capped UCITS ETF,H4Z9:XETRA,ETF,"0,50%",Distributing,EUR
2162,IE00B3QMYK80,HSBC MSCI Mexico Capped UCITS ETF,H4ZS:XETRA,ETF,"0,50%",Distributing,EUR
2163,IE00B3S1J086,HSBC MSCI Taiwan Capped UCITS ETF,H4ZU:XETRA,ETF,"0,50%",Distributing,EUR
2164,IE00B5BRQB73,HSBC MSCI Turkey UCITS ETF,H4ZK:XETRA,ETF,"0,50%",Distributing,EUR
2165,IE00B4X9L533,HSBC MSCI World UCITS ETF,H4ZJ:XETRA,ETF,"0,15%",Distributing,EUR
2166,IE00B9MRHC27,Xtrackers MSCI Nordic UCITS ETF 1D,XDN0:XETRA,ETF,"0,30%",Distributing,EUR
2167,FR0011475078,Lyxor Japan (TOPIX) (DR) UCITS ETF - Daily Hedged to EUR - Dist,JPNH:XETRA,ETF,"0,45%",Distributing,EUR
2168,FR0011550185,BNP Paribas Easy S&P 500 UCITS ETF - C,ESEE:XETRA,ETF,"0,15%",Accumulating,EUR
2169,FR0011550193,BNP Paribas Easy STOXX Europe 600 UCITS ETF EUR - C,ETSZ:XETRA,ETF,"0,20%",Accumulating,EUR
2170,LU0494592974,Xtrackers II Australia Government Bond UCITS ETF 1C,XCS2:XETRA,ETF,"0,25%",Accumulating,EUR
2171,IE00BCBJG560,SPDR MSCI World Small Cap UCITS ETF,ZPRS:XETRA,ETF,"0,45%",Accumulating,EUR
2172,LU0962078753,Xtrackers II Global Inflation-Linked Bond UCITS ETF 1D EUR Hedged,XGII:XETRA,ETF,"0,25%",Distributing,EUR
2173,LU0962071741,Xtrackers II iBoxx Eurozone Government Bond Yield Plus UCITS ETF 1D,XYPD:XETRA,ETF,"0,15%",Distributing,EUR
2174,LU0952581584,Xtrackers II Japan Government Bond UCITS ETF 1C,XJSE:XETRA,ETF,"0,15%",Accumulating,EUR
2175,IE00BD4TYG73,UBS ETF (IE) MSCI USA hedged EUR UCITS ETF (EUR) A-acc,UBUJ:XETRA,ETF,"0,19%",Accumulating,EUR
2176,LU0875160326,Xtrackers Harvest CSI300 UCITS ETF 1D,RQFI:XETRA,ETF,"0,65%",Distributing,EUR
2177,IE00B9MRJJ36,Xtrackers MDAX ESG Screened UCITS ETF,XDGM:XETRA,ETF,"0,40%",Distributing,EUR
2178,IE00BCBJF711,SPDR Bloomberg 0-5 Year Sterling Corporate Bond UCITS ETF,SYBQ:XETRA,ETF,"0,20%",Distributing,EUR
2179,IE00BH361H73,Xtrackers MSCI North America High Dividend Yield UCITS ETF 1C,XDND:XETRA,ETF,"0,39%",Accumulating,EUR
2180,IE00BGHQ0G80,Xtrackers MSCI AC World ESG Screened UCITS ETF 1C,XMAW:XETRA,ETF,"0,25%",Accumulating,EUR
2181,IE00BFTWP510,SPDR EURO STOXX Low Volatility UCITS ETF,ZPRL:XETRA,ETF,"0,30%",Accumulating,EUR
2182,LU1033693638,Lyxor MDAX ESG UCITS ETF,C007:XETRA,ETF,"0,30%",Distributing,EUR
2183,LU0942970103,Xtrackers II ESG Global Aggregate Bond UCITS ETF 1D,XBAG:XETRA,ETF,"0,10%",Distributing,EUR
2184,LU0942970798,Xtrackers II ESG Global Aggregate Bond UCITS ETF 5C EUR Hedged,XBAE:XETRA,ETF,"0,15%",Accumulating,EUR
2185,DE000ETFL441,Deka MDAX UCITS ETF,ELF1:XETRA,ETF,"0,30%",Accumulating,EUR
2186,IE00BHBFDF83,L&G E Fund MSCI China A UCITS ETF USD Acc,CASH:XETRA,ETF,"0,88%",Accumulating,EUR
2187,IE00BHZKHS06,L&G US Energy Infrastructure MLP UCITS ETF USD Dist,XMLP:XETRA,ETF,"0,25%",Distributing,EUR
2188,IE00BJ0KDR00,Xtrackers MSCI USA UCITS ETF 1C,XD9U:XETRA,ETF,"0,07%",Accumulating,EUR
2189,IE00BKM4GZ66,iShares Core MSCI EM IMI UCITS ETF USD (Acc),IS3N:XETRA,ETF,"0,18%",Accumulating,EUR
2190,IE00BKM4H312,iShares MSCI USA Quality Dividend ESG UCITS ETF,QDVD:XETRA,ETF,"0,35%",Distributing,EUR
2191,FR0010791194,Amundi ETF Short MSCI USA Daily UCITS ETF - EUR (C/D),GC2U:XETRA,ETF,"0,35%",Accumulating,EUR
2192,FR0010790980,Amundi ETF STOXX Europe 50 UCITS ETF - EUR (C/D),AE50:XETRA,ETF,"0,15%",Accumulating,EUR
2193,LU1048314196,UBS ETF (LU) Bloomberg Euro Area Liquid Corporates 1-5 Year UCITS ETF (EUR) A-dis,UEF6:XETRA,ETF,"0,18%",Distributing,EUR
2194,LU1048317025,UBS ETF (LU) Bloomberg US Liquid Corporates UCITS ETF (hedged to EUR) A-acc,UEF0:XETRA,ETF,"0,23%",Accumulating,EUR
2195,LU1048316647,UBS ETF (LU) Bloomberg US Liquid Corporates UCITS ETF (USD) A-dis,UEF9:XETRA,ETF,"0,18%",Distributing,EUR
2196,FR0011857234,Lyxor German Mid-Cap MDAX UCITS ETF - Dist,MD4X:XETRA,ETF,"0,20%",Distributing,EUR
2197,IE00BJ38QD84,SPDR Russell 2000 U.S. Small Cap UCITS ETF,ZPRR:XETRA,ETF,"0,30%",Accumulating,EUR
2198,IE00B4K48X80,iShares Core MSCI Europe UCITS ETF EUR (Acc),EUNK:XETRA,ETF,"0,12%",Accumulating,EUR
2199,IE00B4L5Y983,iShares Core MSCI World UCITS ETF,EUNL:XETRA,ETF,"0,20%",Accumulating,EUR
2200,IE00B2QWDY88,iShares MSCI Japan Small Cap UCITS ETF USD (Dist),IUS4:XETRA,ETF,"0,58%",Distributing,EUR
2201,IE00BJ0KDQ92,Xtrackers MSCI World UCITS ETF 1C,XDWD:XETRA,ETF,"0,19%",Accumulating,EUR
2202,IE00BLNMYC90,Xtrackers S&P 500 Equal Weight UCITS ETF 1C,XDEW:XETRA,ETF,"0,25%",Accumulating,EUR
2203,IE00B23LNQ02,Invesco FTSE RAFI All World 3000 UCITS ETF Dist,PSWD:XETRA,ETF,"0,39%",Distributing,EUR
2204,IE00BMP3HG27,UBS (Irl) ETF plc - S&P Dividend Aristocrats ESG Elite UCITS ETF (USD) A-dis,UBUM:XETRA,ETF,"0,30%",Distributing,EUR
2205,LU1048313891,UBS ETF (LU) MSCI Emerging Markets Socially Responsible UCITS ETF (USD) A-dis,UEF5:XETRA,ETF,"0,27%",Distributing,EUR
2206,IE00BP8FKB21,Xtrackers FTSE Developed Europe ex UK Real Estate UCITS ETF 1C,XREA:XETRA,ETF,"0,33%",Accumulating,EUR
2207,IE00BL25JN58,Xtrackers MSCI World Minimum Volatility UCITS ETF 1C,XDEB:XETRA,ETF,"0,25%",Accumulating,EUR
2208,IE00BL25JP72,Xtrackers MSCI World Momentum UCITS ETF 1C,XDEM:XETRA,ETF,"0,25%",Accumulating,EUR
2209,IE00BL25JL35,Xtrackers MSCI World Quality UCITS ETF 1C,XDEQ:XETRA,ETF,"0,25%",Accumulating,EUR
2210,IE00BL25JM42,Xtrackers MSCI World Value UCITS ETF 1C,XDEV:XETRA,ETF,"0,25%",Accumulating,EUR
2211,IE00B1FZSC47,iShares USD TIPS UCITS ETF USD (Acc),IUST:XETRA,ETF,"0,10%",Accumulating,EUR
2212,IE0031442068,iShares Core S&P 500 UCITS ETF USD (Dist),IUSA:XETRA,ETF,"0,07%",Distributing,EUR
2213,IE00B0M63177,iShares MSCI Emerging Markets UCITS ETF (Dist),IQQE:XETRA,ETF,"0,18%",Distributing,EUR
2214,IE00BCLWRF22,iShares MSCI EMU Large Cap UCITS ETF EUR (Acc),IS3G:XETRA,ETF,"0,49%",Accumulating,EUR
2215,IE00BCLWRD08,iShares MSCI EMU Mid Cap UCITS ETF EUR (Acc),IS3H:XETRA,ETF,"0,49%",Accumulating,EUR
2216,IE00B0M62Q58,iShares MSCI World UCITS ETF USD (Dist),IQQW:XETRA,ETF,"0,50%",Distributing,EUR
2217,IE00BNH72088,SPDR Refinitiv Global Convertible Bond UCITS ETF,ZPRC:XETRA,ETF,"0,50%",Distributing,EUR
2218,IE00B4PY7Y77,iShares USD High Yield Corp Bond UCITS ETF USD (Dist),IS0R:XETRA,ETF,"0,50%",Distributing,EUR
2219,IE00B66F4759,iShares EUR High Yield Corp Bond UCITS ETF,EUNW:XETRA,ETF,"0,50%",Distributing,EUR
2220,IE00B0M62X26,iShares EUR Inflation Linked Govt Bond UCITS ETF EUR (Acc),IBCI:XETRA,ETF,"0,25%",Accumulating,EUR
2221,IE00B3F81R35,iShares Core EUR Corp Bond UCITS ETF EUR (Dist),EUN5:XETRA,ETF,"0,20%",Distributing,EUR
2222,IE00B1YZSC51,iShares Core MSCI Europe UCITS ETF EUR (Dist),IQQY:XETRA,ETF,"0,12%",Distributing,EUR
2223,IE00B5377D42,iShares MSCI Australia UCITS ETF USD (Acc),IBC6:XETRA,ETF,"0,50%",Accumulating,EUR
2224,IE00BP46NG52,SPDR ICE BofA 0-5 Year EM USD Government Bond UCITS ETF,ZPR5:XETRA,ETF,"0,42%",Distributing,EUR
2225,IE00BLSNMW37,Invesco Global Buyback Achievers UCITS ETF Dist,BBCK:XETRA,ETF,"0,39%",Distributing,EUR
2226,IE00BS7K8821,SPDR Bloomberg 3-5 Year Euro Government Bond UCITS ETF,SYB4:XETRA,ETF,"0,15%",Distributing,EUR
2227,LU1048314949,UBS ETF (LU) Bloomberg US Liquid Corporates 1-5 UCITS ETF (USD) A-dis,UEF7:XETRA,ETF,"0,18%",Distributing,EUR
2228,IE00BKWQ0C77,SPDR MSCI Europe Consumer Discretionary UCITS ETF,SPYR:XETRA,ETF,"0,18%",Accumulating,EUR
2229,IE00BKWQ0D84,SPDR MSCI Europe Consumer Staples UCITS ETF,SPYC:XETRA,ETF,"0,18%",Accumulating,EUR
2230,IE00BKWQ0F09,SPDR MSCI Europe Energy UCITS ETF,SPYN:XETRA,ETF,"0,18%",Accumulating,EUR
2231,IE00BKWQ0G16,SPDR MSCI Europe Financials UCITS ETF,SPYZ:XETRA,ETF,"0,18%",Accumulating,EUR
2232,IE00BKWQ0H23,SPDR MSCI Europe Health Care UCITS ETF,SPYH:XETRA,ETF,"0,18%",Accumulating,EUR
2233,IE00BKWQ0J47,SPDR MSCI Europe Industrials UCITS ETF,SPYQ:XETRA,ETF,"0,18%",Accumulating,EUR
2234,IE00BKWQ0L68,SPDR MSCI Europe Materials UCITS ETF,SPYP:XETRA,ETF,"0,18%",Accumulating,EUR
2235,IE00BKWQ0K51,SPDR MSCI Europe Technology UCITS ETF,SPYK:XETRA,ETF,"0,18%",Accumulating,EUR
2236,IE00BKWQ0N82,SPDR MSCI Europe Telecommunication Services UCITS ETF,SPYT:XETRA,ETF,"0,18%",Accumulating,EUR
2237,IE00BKWQ0Q14,SPDR MSCI Europe UCITS ETF,SPYE:XETRA,ETF,"0,25%",Accumulating,EUR
2238,IE00BKWQ0P07,SPDR MSCI Europe Utilities UCITS ETF,SPYU:XETRA,ETF,"0,18%",Accumulating,EUR
2239,IE00BRKWGL70,Invesco S&P 500 UCITS ETF EUR Hedged Acc,E500:XETRA,ETF,"0,05%",Accumulating,EUR
2240,IE00BMW3QX54,L&G ROBO Global Robotics and Automation UCITS ETF USD Acc,IROB:XETRA,ETF,"0,80%",Accumulating,EUR
2241,LU1109939865,Xtrackers II EUR High Yield Corporate Bond 1-3 Swap UCITS ETF 1D,XHY1:XETRA,ETF,"0,25%",Distributing,EUR
2242,LU1109942653,Xtrackers II EUR High Yield Corporate Bond UCITS ETF 1D,XHYG:XETRA,ETF,"0,20%",Distributing,EUR
2243,IE00BSKRJX20,iShares EUR Govt Bond 20yr Target Duration UCITS ETF EUR (Dist),IS05:XETRA,ETF,"0,15%",Distributing,EUR
2244,LU1079842321,Ossiam Shiller Barclays Cape Europe Sector Value TR UCITS ETF 1C (EUR),EUPE:XETRA,ETF,"0,65%",Accumulating,EUR
2245,IE00BSPLC298,SPDR MSCI Europe Small Cap Value Weighted UCITS ETF,ZPRX:XETRA,ETF,"0,30%",Accumulating,EUR
2246,IE00BSPLC306,SPDR MSCI Europe Value UCITS ETF,ZPRW:XETRA,ETF,"0,20%",Accumulating,EUR
2247,IE00BSPLC413,SPDR MSCI USA Small Cap Value Weighted UCITS ETF,ZPRV:XETRA,ETF,"0,30%",Accumulating,EUR
2248,IE00BSPLC520,SPDR MSCI USA Value UCITS ETF,ZPRU:XETRA,ETF,"0,20%",Accumulating,EUR
2249,IE00BQXKVQ19,Xtrackers MSCI GCC Select Swap UCITS ETF 1C,XGLF:XETRA,ETF,"0,65%",Accumulating,EUR
2250,DE000ETFL458,Deka MSCI Europe ex EMU UCITS ETF,ELF5:XETRA,ETF,"0,30%",Distributing,EUR
2251,IE00BQQ3Q067,WisdomTree Emerging Markets Equity Income UCITS ETF,WTEI:XETRA,ETF,"0,46%",Distributing,EUR
2252,IE00BQZJBM26,WisdomTree Emerging Markets SmallCap Dividend UCITS ETF,WTED:XETRA,ETF,"0,54%",Distributing,EUR
2253,IE00BQZJBX31,WisdomTree Europe Equity Income UCITS ETF,WTEE:XETRA,ETF,"0,29%",Distributing,EUR
2254,IE00BQZJC527,WisdomTree Europe SmallCap Dividend UCITS ETF,WTES:XETRA,ETF,"0,38%",Distributing,EUR
2255,IE00BQZJBQ63,WisdomTree US Equity Income UCITS ETF,WTEU:XETRA,ETF,"0,29%",Distributing,EUR
2256,IE00B50XJX92,UBS ETF (IE) CMCI Composite SF UCITS ETF (hedged to GBP) A-acc,UEQ3:XETRA,ETF,"0,34%",Accumulating,GBP
2257,IE00BVGC6645,Invesco JPX-Nikkei 400 UCITS ETF EUR Hdg Acc,NS4E:XETRA,ETF,"0,19%",Accumulating,EUR
2258,IE00BJZ2DD79,Xtrackers Russell 2000 UCITS ETF 1C,XRS2:XETRA,ETF,"0,30%",Accumulating,EUR
2259,IE00BJZ2DC62,Xtrackers MSCI USA ESG Screened UCITS ETF 1C,XRSM:XETRA,ETF,"0,07%",Accumulating,EUR
2260,IE00BM67HW99,Xtrackers S&P 500 UCITS ETF 1C EUR Hedged,XDPE:XETRA,ETF,"0,20%",Accumulating,EUR
2261,LU1048315243,UBS ETF (LU) Bloomberg US Liquid Corporates 1-5 UCITS ETF (hedged to EUR) A-acc,UEF8:XETRA,ETF,"0,23%",Accumulating,EUR
2262,IE00BQT3WG13,iShares MSCI China A UCITS ETF USD (Acc),36BZ:XETRA,ETF,"0,40%",Accumulating,EUR
2263,IE00BQWJFQ70,SPDR Morningstar Multi-Asset Global Infrastructure UCITS ETF,ZPRI:XETRA,ETF,"0,40%",Distributing,EUR
2264,IE00BPVLQD13,Xtrackers MSCI Japan ESG Screened UCITS ETF 1D,XDNY:XETRA,ETF,"0,15%",Distributing,EUR
2265,IE00BRB36B93,Xtrackers MSCI Japan ESG Screened UCITS ETF 3C EUR Hedged,XDNE:XETRA,ETF,"0,25%",Accumulating,EUR
2266,IE00BK1PV551,Xtrackers MSCI World UCITS ETF 1D,XDWL:XETRA,ETF,"0,19%",Distributing,EUR
2267,DE000ETFL466,Deka EURO STOXX 50 ESG Filtered UCITS ETF,ELFA:XETRA,ETF,"0,15%",Distributing,EUR
2268,IE00BWTN6Y99,Invesco S&P 500 High Dividend Low Volatility UCITS ETF Dist,HDLV:XETRA,ETF,"0,30%",Distributing,EUR
2269,IE00BVXBH163,WisdomTree Europe Equity UCITS ETF - USD Hedged,WTDH:XETRA,ETF,"0,58%",Distributing,EUR
2270,IE00BVXC4854,WisdomTree Japan Equity UCITS ETF - USD Hedged,WTDX:XETRA,ETF,"0,48%",Distributing,EUR
2271,IE00BQQP9F84,VanEck Gold Miners UCITS ETF,G2X:XETRA,ETF,"0,53%",Accumulating,EUR
2272,IE00BQQP9G91,VanEck Junior Gold Miners UCITS ETF,G2XJ:XETRA,ETF,"0,55%",Accumulating,EUR
2273,IE00B52XQP83,iShares MSCI South Africa UCITS ETF USD (Acc),IBC4:XETRA,ETF,"0,65%",Accumulating,EUR
2274,IE00BWZN1T31,iShares MSCI EMU USD Hedged UCITS ETF (Acc),CEBP:XETRA,ETF,"0,38%",Accumulating,EUR
2275,IE00BWBXM278,SPDR S&P U.S. Consumer Discretionary Select Sector UCITS ETF,ZPDD:XETRA,ETF,"0,15%",Accumulating,EUR
2276,IE00BWBXM385,SPDR S&P U.S. Consumer Staples Select Sector UCITS ETF,ZPDS:XETRA,ETF,"0,15%",Accumulating,EUR
2277,IE00BWBXM492,SPDR S&P U.S. Energy Select Sector UCITS ETF,ZPDE:XETRA,ETF,"0,15%",Accumulating,EUR
2278,IE00BWBXM500,SPDR S&P U.S. Financials Select Sector UCITS ETF,ZPDF:XETRA,ETF,"0,15%",Accumulating,EUR
2279,IE00BWBXM617,SPDR S&P U.S. Health Care Select Sector UCITS ETF,ZPDH:XETRA,ETF,"0,15%",Accumulating,EUR
2280,IE00BWBXM724,SPDR S&P U.S. Industrials Select Sector UCITS ETF,ZPDI:XETRA,ETF,"0,15%",Accumulating,EUR
2281,IE00BWBXM831,SPDR S&P U.S. Materials Select Sector UCITS ETF,ZPDM:XETRA,ETF,"0,15%",Accumulating,EUR
2282,IE00BWBXM948,SPDR S&P U.S. Technology Select Sector UCITS ETF,ZPDT:XETRA,ETF,"0,15%",Accumulating,EUR
2283,IE00BWBXMB69,SPDR S&P U.S. Utilities Select Sector UCITS ETF,ZPDU:XETRA,ETF,"0,15%",Accumulating,EUR
2284,LU1094612022,Xtrackers II Harvest China Government Bond UCITS ETF 1D,CGB:XETRA,ETF,"0,20%",Distributing,EUR
2285,FR0012739431,BNP Paribas Easy EURO STOXX 50 UCITS ETF - C,ETDD:XETRA,ETF,"0,18%",Accumulating,EUR
2286,FR0012740983,BNP Paribas Easy EURO STOXX 50 UCITS ETF - C/D,ETBB:XETRA,ETF,"0,18%",Distributing,EUR
2287,LU1079841273,Ossiam Shiller Barclays CAPE US Sector Value TR UCITS ETF 1C (EUR),USCP:XETRA,ETF,"0,65%",Accumulating,EUR
2288,IE00BSJCQV56,SPDR FTSE EPRA Europe ex UK Real Estate UCITS ETF,ZPRP:XETRA,ETF,"0,30%",Accumulating,EUR
2289,DE000ETFL474,Deka Oekom Euro Nachhaltigkeit UCITS ETF,ELFB:XETRA,ETF,"0,40%",Distributing,EUR
2290,LU1230561679,UBS ETF (LU) MSCI Japan Socially Responsible UCITS ETF (JPY) A-dis,FRCJ:XETRA,ETF,"0,22%",Distributing,EUR
2291,IE00BZ0PKV06,iShares Edge MSCI Europe Multifactor UCITS ETF EUR (Acc),IBC0:XETRA,ETF,"0,45%",Accumulating,EUR
2292,IE00BZ0PKS76,iShares Edge MSCI USA Multifactor UCITS ETF,IBCY:XETRA,ETF,"0,35%",Accumulating,EUR
2293,IE00BZ0PKT83,iShares Edge MSCI World Multifactor UCITS ETF USD (Acc),IBCZ:XETRA,ETF,"0,50%",Accumulating,EUR
2294,IE00BCRY5Y77,iShares USD Short Duration Corp Bond UCITS ETF USD (Dist),IS3J:XETRA,ETF,"0,20%",Distributing,EUR
2295,IE00BCRY6003,iShares USD Short Duration High Yield Corp Bond UCITS ETF USD (Dist),IS3K:XETRA,ETF,"0,45%",Distributing,EUR
2296,IE00BSKRJZ44,iShares USD Treasury Bond 20+yr UCITS ETF USD (Dist),IS04:XETRA,ETF,"0,07%",Distributing,EUR
2297,IE00BCRY6227,iShares USD Ultrashort Bond UCITS ETF USD (Dist),IS3L:XETRA,ETF,"0,09%",Distributing,EUR
2298,IE00BCRY6557,iShares EUR Ultrashort Bond UCITS ETF EUR (Dist),IS3M:XETRA,ETF,"0,09%",Distributing,EUR
2299,IE00BQN1K786,iShares Edge MSCI Europe Momentum Factor UCITS ETF EUR (Acc),CEMR:XETRA,ETF,"0,25%",Accumulating,EUR
2300,IE00BQN1K562,iShares Edge MSCI Europe Quality Factor UCITS ETF EUR (Acc),CEMQ:XETRA,ETF,"0,25%",Accumulating,EUR
2301,IE00BQN1KC32,iShares Edge MSCI Europe Size Factor UCITS ETF EUR (Acc),CEMT:XETRA,ETF,"0,25%",Accumulating,EUR
2302,IE00BQN1K901,iShares Edge MSCI Europe Value Factor UCITS ETF EUR (Acc),CEMS:XETRA,ETF,"0,25%",Accumulating,EUR
2303,IE00BP3QZ825,iShares Edge MSCI World Momentum Factor UCITS ETF USD (Acc),IS3R:XETRA,ETF,"0,30%",Accumulating,EUR
2304,IE00BP3QZ601,iShares Edge MSCI World Quality Factor UCITS ETF USD (Acc),IS3Q:XETRA,ETF,"0,30%",Accumulating,EUR
2305,IE00BP3QZD73,iShares Edge MSCI World Size Factor UCITS ETF USD (Acc),IS3T:XETRA,ETF,"0,30%",Accumulating,EUR
2306,IE00BP3QZB59,iShares Edge MSCI World Value Factor UCITS ETF USD (Acc),IS3S:XETRA,ETF,"0,30%",Accumulating,EUR
2307,IE00BP3QZJ36,iShares MSCI France UCITS ETF EUR (Acc),IS3U:XETRA,ETF,"0,25%",Accumulating,EUR
2308,IE00BX7RQY03,UBS ETF (IE) Factor MSCI USA Low Volatility UCITS ETF (USD) A-dis,UBUR:XETRA,ETF,"0,25%",Distributing,EUR
2309,IE00BX7RR706,UBS ETF (IE) Factor MSCI USA Prime Value UCITS ETF (USD) A-dis,UBUS:XETRA,ETF,"0,25%",Distributing,EUR
2310,IE00BX7RRJ27,UBS ETF (IE) Factor MSCI USA Quality UCITS ETF (USD) A-dis,UBUT:XETRA,ETF,"0,25%",Distributing,EUR
2311,LU1215454460,UBS ETF (LU) Factor MSCI EMU Low Volatility UCITS ETF (EUR) A-dis,UIMY:XETRA,ETF,"0,28%",Distributing,EUR
2312,LU1215452928,UBS ETF (LU) Factor MSCI EMU Prime Value UCITS ETF (EUR) A-dis,UIMZ:XETRA,ETF,"0,28%",Distributing,EUR
2313,LU1215451524,UBS ETF (LU) Factor MSCI EMU Quality UCITS ETF (EUR) A-dis,UIM2:XETRA,ETF,"0,28%",Distributing,EUR
2314,DE000ETFL482,Deka EURO iSTOXX ex Fin Dividend+ UCITS ETF,ELFC:XETRA,ETF,"0,30%",Distributing,EUR
2315,IE00BYPLS672,L&G Cyber Security UCITS ETF USD Acc,USPY:XETRA,ETF,"0,69%",Accumulating,EUR
2316,LU1242369327,Xtrackers MSCI Europe UCITS ETF 1D,XIEE:XETRA,ETF,"0,12%",Distributing,EUR
2317,IE00BZ036H21,Xtrackers USD Corporate Bond UCITS ETF 1D,XDGU:XETRA,ETF,"0,12%",Distributing,EUR
2318,IE00BYQCZX56,WisdomTree Europe Equity UCITS ETF - EUR Acc,WTDF:XETRA,ETF,"0,32%",Accumulating,EUR
2319,IE00BYQCZJ13,WisdomTree Japan Equity UCITS ETF - EUR Hedged Acc,WTIF:XETRA,ETF,"0,45%",Accumulating,EUR
2320,IE00BYQCZN58,WisdomTree Japan Equity UCITS ETF - JPY Acc,WTIZ:XETRA,ETF,"0,40%",Accumulating,EUR
2321,IE00BQQP9H09,VanEck Morningstar US Sustainable Wide Moat UCITS ETF,GMVM:XETRA,ETF,"0,49%",Accumulating,EUR
2322,DE000ETFL490,Deka Eurozone Rendite Plus 1-10 UCITS ETF,ELFD:XETRA,ETF,"0,15%",Distributing,EUR
2323,DE000ETF9033,Lyxor 1 DivDAX (DR) UCITS ETF,E903:XETRA,ETF,"0,25%",Distributing,EUR
2324,DE000ETF9074,Lyxor 1 MDAX ESG UCITS ETF,E907:XETRA,ETF,"0,30%",Distributing,EUR
2325,IE00BZ0G8C04,SPDR MSCI Japan EUR Hedged UCITS ETF,ZPDW:XETRA,ETF,"0,17%",Accumulating,EUR
2326,IE00BZ0G8B96,SPDR MSCI Japan UCITS ETF,ZPDJ:XETRA,ETF,"0,12%",Accumulating,EUR
2327,IE00B4MCHD36,iShares S&P 500 Consumer Discretionary Sector UCITS ETF USD (Acc),QDVK:XETRA,ETF,"0,15%",Accumulating,EUR
2328,IE00B42NKQ00,iShares S&P 500 Energy Sector UCITS ETF USD (Acc),QDVF:XETRA,ETF,"0,15%",Accumulating,EUR
2329,IE00B4JNQZ49,iShares S&P 500 Financials Sector UCITS ETF USD (Acc),QDVH:XETRA,ETF,"0,15%",Accumulating,EUR
2330,IE00B43HR379,iShares S&P 500 Health Care Sector UCITS ETF USD (Acc),QDVG:XETRA,ETF,"0,15%",Accumulating,EUR
2331,IE00B3WJKG14,iShares S&P 500 Information Technology Sector UCITS ETF USD (Acc),QDVE:XETRA,ETF,"0,15%",Accumulating,EUR
2332,IE00BZ0G8860,SPDR Bloomberg 10+ Year U.S. Corporate Bond UCITS ETF,SYBN:XETRA,ETF,"0,12%",Distributing,EUR
2333,IE00BZ0G8977,SPDR Bloomberg U.S. TIPS UCITS ETF,SYBY:XETRA,ETF,"0,17%",Distributing,EUR
2334,IE00BYZTVV78,iShares EUR Corp Bond 0-3yr ESG UCITS ETF,QDVL:XETRA,ETF,"0,15%",Distributing,EUR
2335,IE00BWT3KJ20,UBS ETF (IE) Factor MSCI USA Low Volatility UCITS ETF (hedged to EUR) A-acc,UBUV:XETRA,ETF,"0,35%",Accumulating,EUR
2336,IE00BWT3KL42,UBS ETF (IE) Factor MSCI USA Prime Value UCITS ETF (hedged to EUR) A-acc,UBUW:XETRA,ETF,"0,35%",Accumulating,EUR
2337,IE00BWT3KN65,UBS ETF (IE) Factor MSCI USA Quality UCITS ETF (hedged to EUR) A-acc,UBUX:XETRA,ETF,"0,35%",Accumulating,EUR
2338,LU0429459356,Xtrackers II US Treasuries UCITS ETF 1D,XUTD:XETRA,ETF,"0,07%",Distributing,EUR
2339,LU1324516050,UBS ETF (LU) Bloomberg USD Emerging Markets Sovereign UCITS ETF (USD) A-dis,UEFS:XETRA,ETF,"0,42%",Distributing,EUR
